"TITLE"|"AUTHOR"|"PACE"|"LENGTH"|"PLOT_COMPLEXITY"|"THEMES"|"MOOD"
"Full Court Dreams"|"Tuesday Mourning, Jake Maddox, Chris Kreie"|""|""|""|""|""
"This One Time with Julia"|"David Lampson"|""|""|""|""|""
"Kingslayer"|"Honor Raconteur"|""|""|""|""|""
"Scattered Links"|"M. Weidenbenner"|""|""|""|""|""
"The Silver Mist"|"Martin Treanor"|""|""|""|""|""
"Must Date the Playboy"|"notjustarandomgirl"|""|""|""|""|""
"Cloud Warrior"|"Patrick Tilley"|""|""|""|""|""
"The Supreme Moment: Kairos"|"Cristina Rayne, C.G. Garcia"|""|""|""|""|""
"So You Don't Want to Go to Church Anymore"|"Wayne Jacobsen, Dave Coleman, Jake Colsen"|"1"|"3"|"4"|"2|5"|"5"
"Windlord"|"Michael Scott"|""|""|""|""|""
"The Sarah Dessen Gift Set"|"Sarah Dessen"|""|""|""|""|""
"Alcatraz the Righteous Pearl"|"Aleshia Robinson"|""|""|""|""|""
"Magic & Mayhem on the Nile"|"Tyne O'Connell"|""|""|""|""|""
"Time It Right"|"Siera Maley"|""|""|""|""|""
"The Gold Tinderbox"|"Paul Camster"|""|""|""|""|""
"The Impostor Queen"|"Sarah Fine"|""|""|""|""|""
"Granted"|"Michelle Merrill"|""|""|""|""|""
"The Kitchen Imps and Other Dark Tales"|"A.L. Butcher"|""|""|""|""|""
"Njunjul the Sun"|"Meme McDonald"|""|""|""|""|""
"Battle for His Soul"|"Theresa Linden"|""|""|""|""|""
"Epic Escape"|"Emily  Evans"|""|""|""|""|""
"I Stop Somewhere"|"T.E. Carter"|""|""|""|""|""
"My Crazy Boyfriends"|"Felicity  Jones"|""|""|""|""|""
"The Whiskey Sea"|"Ann Howard Creel, Angela Dawe"|""|""|""|""|""
"NEW AVALON: The Return of King Arthur"|"Jeff Fuell"|""|""|""|""|""
"The Rise Of The Catfish Kingdom"|"Ian Allan, Ming Wei"|""|""|""|""|""
"Christianity Presented a Most Confusing Bible and Called itthe Word of God"|"Rodolfo Martin Vitangcol"|""|""|""|""|""
"The Mostly Forgotten Memoirs of Rose Red"|"M. Marinan"|""|""|""|""|""
"Asperfell"|"Jamie  Thomas"|""|""|""|""|""
"Here Lies Daniel Tate"|"Cristin Terrill"|"8"|"9"|"7"|"8"|"8"
"Doctor Who: Set Piece"|"Kate Orman"|""|""|""|""|""
"Cool for the Summer"|"Dahlia Adler"|"7"|"8"|"9"|"6|5"|"5"
"The Book Jumper"|"Mechthild Glser"|""|""|""|""|""
"""F*ck You"" Wile Keeping It Classy: An Irreverent Adult Coloring Book"|"Angela G. Knutson"|""|""|""|""|""
"Plague of Shadows"|"Michael Wisehart"|""|""|""|""|""
"Tolerant"|"C.J. Sparrow"|""|""|""|""|""
"Salmek and the Earth Keepers"|"Maria Grima"|""|""|""|""|""
"Running Eagle, the Warrior Girl"|"James Willard Schultz"|""|""|""|""|""
"For the Throne"|"Hannah F. Whitten"|""|""|""|""|""
"In the Suicide Mountains"|"John Gardner"|""|""|""|""|""
"The Natural Vertigo and Dizziness Relief Exercise Program: Blue Heron Health News"|"Christian G."|""|""|""|""|""
"Welcome to St. Hell: My Trans Teen Misadventure"|"Lewis Hancox"|""|""|""|""|""
"Waterbound"|"Jane Stemp"|""|""|""|""|""
"Surviving Serendipity"|"Jacquelyn Sylvan"|""|""|""|""|""
"Beige"|"Cecil Castellucci"|""|""|""|""|""
"Cupidity"|"Caroline Goode"|""|""|""|""|""
"The Droughtlanders"|"Carrie Mac"|""|""|""|""|""
"Constitution Translated for Kids"|"Cathy Travis"|""|""|""|""|""
"A Glory of Unicorns"|"Alix Berenzy, Bruce Coville"|""|""|""|""|""
"Ihaka and the Prophecy"|"Joanna Orwin"|""|""|""|""|""
"Shutout"|"Brendan Halpin"|"1"|"2"|"3"|"4|5"|"5"
"Seventeen and In-Between"|"Barthe DeClements"|""|""|""|""|""
"Ghost Boy"|"Iain Lawrence"|""|""|""|""|""
"Stargirl LitPlans on CD"|"Mary B. Collins"|""|""|""|""|""
"The Keeping Days"|"Norma Johnston"|""|""|""|""|""
"The Presence: A Ghost Story"|"Eve Bunting"|""|""|""|""|""
"Never Alone: A Personal Way to God"|"Joseph F. Girzone"|"1"|"2"|"3"|"4|5"|"5"
"Scent of Double Deception"|"Ann Alan, Jeannie Faulkner Barber"|""|""|""|""|""
"After the War"|"Carol Matas"|""|""|""|""|""
"No Second Chance"|"Harlan Coben"|"1"|"4"|"3"|"2|5|4|3"|"5"
"The Order"|"Marsha Stokes"|""|""|""|""|""
"Staring Up at the Sun"|"Suzanne Bugler"|""|""|""|""|""
"Runemarks"|"Joanne Harris"|"8"|"7"|"9"|"8"|""
"The Last Dog on Earth"|"Daniel Ehrenhaft"|""|""|""|""|""
"Burnt Snow"|"Van Badham"|""|""|""|""|""
"Death Drop"|"Sean      Allen"|""|""|""|""|""
"I Am Heartless: A Real Confession"|"Vinit K. Bansal"|""|""|""|""|""
"Twilight of the Idols / The Anti-Christ"|"Michael Tanner, Friedrich Nietzsche"|"9"|"8"|"7"|"6|5"|"5"
"Second Verse"|"Jennifer Walkup"|""|""|""|""|""
"The Encyclopedia of Me"|"Karen Rivers"|""|""|""|""|""
"Midnight Quest"|"Honor Raconteur"|"8"|"7"|"6"|"7|8"|"8"
"Little Boat"|"Jean Valentine"|""|""|""|""|""
"The Time of the Reaper"|"Andrew Butcher"|""|""|""|""|""
"Sherlock Holmes of Baker Street: A Life of the World's First Consulting Detective"|"William S. Baring-Gould"|""|""|""|""|""
"Sing Sweet Nightingale"|"Erica Cameron"|""|""|""|""|""
"Duelling Princes"|"Tyne O'Connell"|""|""|""|""|""
"The Bad Boy, Cupid & Me"|"Slim_Shady"|""|""|""|""|""
"The Last Ride of Caleb O'Toole"|"Eric Pierpoint"|""|""|""|""|""
"Music for Sight Singing"|"Robert W. Ottman"|""|""|""|""|""
"Godhunter"|"Amy Sumida"|""|""|""|""|""
"The Newton Inheritance"|"Paul Camster"|""|""|""|""|""
"Blemished Heart"|"Fern Boldt"|""|""|""|""|""
"Graveminder"|"Melissa Marr"|""|""|""|""|""
"My So-Called Family"|"Courtney Sheinmel"|"8"|"7"|"9"|"8|7"|"7"
"Book of the Sethian"|"Kay  Herrmann"|""|""|""|""|""
"The Dragon's Price"|"Bethany Wiggins"|""|""|""|""|""
"Mouth of the Dragon: Prophecy of the Evarun"|"Tom Barczak"|""|""|""|""|""
"Devil's Demise"|"Lee Cockburn"|""|""|""|""|""
"Girl and the Marsupial"|"Icy Rivers"|""|""|""|""|""
"Transference: A Paranormal/Out-of Body Adventure"|"Jeff Fuell"|""|""|""|""|""
"Locked Up"|"Cristy Watson"|""|""|""|""|""
"Wraithwood"|"Alyssa Roat"|""|""|""|""|""
"The Four-Part Key"|"Michael Wisehart"|""|""|""|""|""
"CHAKRA"|"The Saint"|""|""|""|""|""
"The Reluctant Hero"|"Neil Worrall"|""|""|""|""|""
"Only a Monster"|"Vanessa Len"|""|""|""|""|""
"Eve Green"|"Susan  Fletcher"|"7"|"8"|"9"|"6|5"|"5"
"The Lost Secret of Fairies"|"Tiffany Turner"|""|""|""|""|""
"Over the Hills and Far Away"|"Lavinia Russ"|""|""|""|""|""
"An Empty Spoon"|"Sunny Decker"|""|""|""|""|""
"Dreaming Anastasia"|"Joy Preble"|""|""|""|""|""
"Emma Hamilton"|"Norah Lofts"|""|""|""|""|""
"Roll With It"|"Jaimie Hope"|""|""|""|""|""
"Stories and Poems for Extremely Intelligent Children of All Ages"|"Harold Bloom"|""|""|""|""|""
"Meet Me at the Boathouse"|"Suzanne Bugler"|""|""|""|""|""
"The Infinity Code"|"E.L. Young"|""|""|""|""|""
"Tall, Dark and Fangsome"|"Michelle Rowen"|""|""|""|""|""
"Blitzcat"|"Robert Westall"|"8"|"7"|"9"|"6|7"|"7"
"Once in Every Generation"|"Lauren B. Grossman"|""|""|""|""|""
"Deadly Deadly"|"Linda J. Ruggieri, M.J. Vigna"|""|""|""|""|""
"Painless"|"Derek Ciccone"|"8"|"7"|"9"|"6|7"|"7"
"The Shepherd"|"Travis Luedke, T.W. Luedke"|""|""|""|""|""
"Sword of Hemlock"|"Jordan MacLean"|""|""|""|""|""
"Dumping Princes"|"Tyne O'Connell"|""|""|""|""|""
"The Stairway to Forever"|"Robert   Adams"|""|""|""|""|""
"The Lila Collection"|"Sarah Alderson"|""|""|""|""|""
"Perspective"|"Amanda Hovseth"|""|""|""|""|""
"Trusted"|"Taylor L. Stimac"|""|""|""|""|""
"I'll Be Here"|"Autumn Doughton"|""|""|""|""|""
"Banned Books"|"R.J. Astruc"|""|""|""|""|""
"Trimlas Tales: The Return Of The Necromancer"|"Chris M. Brown"|""|""|""|""|""
"In Spirit and Truth"|"Zoe Reed"|""|""|""|""|""
"No Body's Perfect"|"Kimberly Kirberger"|""|""|""|""|""
"Black Trillium"|"Andre Norton, Marion Zimmer Bradley, Geoff Taylor, Julian  May"|"1"|"2"|"3"|"4|5"|"5"
"Bullet Catcher"|"Noem Lowe"|""|""|""|""|""
"The Unearthly"|"Laura Thalassa"|""|""|""|""|""
"The Stars Never Rise"|"Rachel Vincent"|"3"|"4"|"5"|"2|4|3|5"|"4"
"Positive"|"Paige Rawl, Ali Benjamin, Jay Asher"|"8"|"7"|"9"|"9"|""
"High Couch of Silistra"|"Janet E. Morris"|""|""|""|""|""
"Dangerous Lies"|"Becca Fitzpatrick"|""|""|""|""|""
"Katmere Academy: An Insiders Guide"|"Tracy Wolff"|""|""|""|""|""
"The Book of the Dun Cow"|"Walter Wangerin Jr."|"8"|"9"|"7"|"10|9"|"9"
"Quit It"|"Marcia Byalick"|""|""|""|""|""
"Baby boomers"|"The Saint"|""|""|""|""|""
"My Name Is Davy, I'm an Alcoholic"|"Anne Snyder"|""|""|""|""|""
"McAlister's Way"|"Richard Marman"|""|""|""|""|""
"Confessions of a Serial Kisser"|"Wendelin Van Draanen"|""|""|""|""|""
"Come Fly with Me"|"Gigi Sedlmayer"|""|""|""|""|""
"A Surreptitious Relationship"|"Jordan Lynde"|""|""|""|""|""
"A Million Little Snowflakes"|"Logan Byrne"|""|""|""|""|""
"The Death of My First Assignment"|"Ami Urban"|""|""|""|""|""
"Megan's Way"|"Melissa Foster"|""|""|""|""|""
"Wax"|"Phil  Duncan"|""|""|""|""|""
"Forbidden: Discover the Legend"|"Tina  Smith"|""|""|""|""|""
"Ameca J and the Legacy of Menindus"|"Paul Xavier Jones"|""|""|""|""|""
"White Mountain"|"Sophie E. Tallis"|""|""|""|""|""
"Goof and Other Stories"|"Sean  Enright"|""|""|""|""|""
"Cat's Paw"|"Rustin Petrae"|""|""|""|""|""
"Survival of the Fittest: The Closest Enemy"|"Michael   Taylor"|""|""|""|""|""
"Zap: A Play"|"Paul Fleischman"|""|""|""|""|""
"Screwing Up Time"|"C.M. Keller"|""|""|""|""|""
"Tears of Min Brock"|"J.E. Lowder"|"1"|"4"|"3"|"2|5"|"5"
"Memento Nora"|"Angie Smibert"|""|""|""|""|""
"Fast-Tracked"|"Tracy Rozzlynn"|""|""|""|""|""
"Shadow of the Dragon"|"Kyra Dune"|""|""|""|""|""
"Bit Players, Has-Been Actors and Other Posers"|"S.M. Stevens"|""|""|""|""|""
"War bite"|"Zeljko Djokovic"|""|""|""|""|""
"Strange Dreams"|"Richard Reich"|""|""|""|""|""
"Nick West and the Curse of Haunted Island"|"Jerry Fogarty"|""|""|""|""|""
"Diving In"|"Kate Cann"|""|""|""|""|""
"Trust Me"|"Rachel Hawthorne"|""|""|""|""|""
"The Alpha Centauri Project"|"Marco Santini"|""|""|""|""|""
"Sisterhood of Steel"|"L.H. Nail"|""|""|""|""|""
"The Aqua Secret"|"L.L. Hunter"|"1"|"4"|"3"|"2|5"|"5"
"The Three Gifts"|"Daris Howard"|"1"|"4"|"3"|"2|5|4|3"|"5"
"The Stone Seekers"|"L.L. Hansen"|""|""|""|""|""
"Seeing Is Believing"|"Laura Geil"|""|""|""|""|""
"Fauns and Filinians"|"Abigail Hilton"|""|""|""|""|""
"Five Words In Black"|"Ian DG Sandusky"|""|""|""|""|""
"The Everything Theory"|"Dianne F. Gray"|""|""|""|""|""
"Life After High School, Traits that Help & Traits that Hurt"|"Olive Peart"|""|""|""|""|""
"Saved by a Tweet"|"Peter Watson Jenkins"|""|""|""|""|""
"Games of Fire"|"Airicka Phoenix"|""|""|""|""|""
"The Various"|"Steve Augarde"|""|""|""|""|""
"Obsolete"|"Christy Tillery French"|""|""|""|""|""
"A Class Apart"|"Stephen Henning"|""|""|""|""|""
"The Witch of Primrose Hill"|"C.J. Wright"|""|""|""|""|""
"Fate's Fables"|"T. Rae Mitchell"|"1"|"2"|"3"|"4|5"|"5"
"The Alchemy Of The Soul"|"Vikram Joshi"|""|""|""|""|""
"The Struggle of Me"|"Diara Williams, Ressa Empbra, Adeeb F., Alishia Ruly, Chamera Sampson, Wanda Hartzenberg, TaNisha Webb"|""|""|""|""|""
"Reece Winner For The Win: the making of a teen humanitarian"|"Kevin Armes"|""|""|""|""|""
"Haunting"|"B.J. Sheldon"|""|""|""|""|""
"The Earth is a Floating Sphere: A Care-Free Collection of Poems and Stories"|"Casey Sean Harmon"|""|""|""|""|""
"Mosaic"|"Sara Simon, Veronika Sophia Robinson"|""|""|""|""|""
"Puppet of the Fates"|"Kay Glass"|""|""|""|""|""
"Escapement"|"Ciara Knight"|""|""|""|""|""
"Unknown Touch"|"Gina Marie Long"|""|""|""|""|""
"The Essence of Life and Love in Australia"|"Margaret Lynette Sharp"|""|""|""|""|""
"Rex Rising"|"Chrystalla Thoma"|""|""|""|""|""
"A  Tale of Two Maidens"|"Anne Echols"|""|""|""|""|""
"Belligerent"|"B.N. Mauldin"|""|""|""|""|""
"Rosi's Company"|"Edward Eaton"|""|""|""|""|""
"Dark Pursuit: The Lost Shinmahs"|"Kevan Dinn"|""|""|""|""|""
"Exodus: Leaving Home"|"Orson T. Badger"|""|""|""|""|""
"Don't Let the Wind Catch You"|"Aaron Paul Lazar"|""|""|""|""|""
"And the Rain Came Down"|"S.A. Bailey"|""|""|""|""|""
"Leah"|"Andrea  Baker"|""|""|""|""|""
"Allusive Aftershock"|"Susan Griscom"|""|""|""|""|""
"Love Obsessed"|"Veronica Short"|""|""|""|""|""
"The Black Elf of Seaward Isle"|"Joni  Parker"|""|""|""|""|""
"Skate Park Challenge"|"Sean Tiffany, Jake Maddox"|"7"|"6"|"8"|"9|5"|"5"
"The Cerulean Star: LIBERTY"|"Bonnie Elliott, Sharon Cramer, D.L. Torrent"|""|""|""|""|""
"The Ambrose Beacon"|"Alena Gouveia"|""|""|""|""|""
"How I, Nicky Flynn, Finally Get a Life"|"Art Corriveau"|""|""|""|""|""
"Arcadia's Gift"|"Jesi Lea Ryan"|"1"|"2"|"3"|"4|5"|"5"
"Helen's Curse"|"Nichola St. Anthony"|""|""|""|""|""
"Mounted"|"Barbara Morgenroth"|""|""|""|""|""
"Kahayatle"|"Elle Casey"|""|""|""|""|""
"Underside"|"Karai Silvergirl"|""|""|""|""|""
"Ice Trekker"|"Pamela Kelt"|""|""|""|""|""
"The Tenth Life of Mr. Whiskers"|"R.A. Gates"|""|""|""|""|""
"The Forever Gate"|"Isaac Hooke"|""|""|""|""|""
"Hiding Carly"|"Ann Eisenstein"|""|""|""|""|""
"Ann Marie's Asylum"|"Christopher Rankin"|""|""|""|""|""
"The Kissing Club"|"Julia Clarke"|""|""|""|""|""
"Watermelon Summer"|"Anna Hess"|""|""|""|""|""
"Pitch Green"|"The Brothers Washburn, Andy Washburn, Berk Washburn"|""|""|""|""|""
"Sin"|"Sharron Riddle"|""|""|""|""|""
"Auvreria"|"Viktoriya Molchanova"|""|""|""|""|""
"S.O.L.A.D.: Soldiers of Light Against Darkness"|"Tyrone Tony Reed Jr."|""|""|""|""|""
"Primrose Hill"|"Helen Falconer"|""|""|""|""|""
"A Day at the Inn, A Night at the Palace and Other Stories"|"Catherine Lundoff"|""|""|""|""|""
"There is Hope: Even in the Worst of Circumstances"|"Victoria Rasmus"|""|""|""|""|""
"Mikyle Lowe and the Parchment of the Emerald Ring"|"M.J.L."|""|""|""|""|""
"Learning to Live"|"R.D. Cole"|""|""|""|""|""
"This Girl Climbs Trees"|"Ellen Mulholland"|""|""|""|""|""
"The Miner's Cap"|"Ann N.  Black"|""|""|""|""|""
"Rhidauna"|"Paul E. Horsman"|""|""|""|""|""
"Fields of the Fatherless"|"Elaine Marie Cooper"|""|""|""|""|""
"The Village Sang to the Sea:  A Memoir of Magic"|"Bruce McAllister"|""|""|""|""|""
"Tri-Time"|"Hailey Monacko"|""|""|""|""|""
"Getting A Life, Even If You're Dead"|"Beth Watson"|""|""|""|""|""
"Volinette's Song: A Magic of Solendrea Novel"|"Martin Hengst, Amber Bungo"|""|""|""|""|""
"Rising Tide: Dark Innocence"|"Claudette Melanson"|""|""|""|""|""
"Vampire Chimeras"|"L.A. Kragie"|""|""|""|""|""
"The Color of Home"|"Rich Marcello"|""|""|""|""|""
"The Greek Maiden and the English Lord"|"Patty Apostolides"|""|""|""|""|""
"Behind the Scenes"|"Dahlia Adler"|""|""|""|""|""
"The Hungry Wolves of Van Diemen's Land"|"Paul  Christensen"|""|""|""|""|""
"Knight of Light"|"Deirdra Eden"|""|""|""|""|""
"Tore Divided Love"|"K.D. Ferguson"|""|""|""|""|""
"Be All You Can Be"|"Shawn E. Hamilton"|""|""|""|""|""
"Pandemic"|"Yvonne Ventresca"|""|""|""|""|""
"A Kiss in the Dark"|"Cat Clarke"|"

1"|"7"|"2"|"8|3|9|4|5|7"|"7"
"Only with You"|"Lauren Layne"|""|""|""|""|""
"Nowhere I Know"|"James Marie York"|""|""|""|""|""
"Mysteries of the Red Coyote Inn"|"Lorraine Carey"|""|""|""|""|""
"The Chicken Dance"|"Jacques Couvillon"|""|""|""|""|""
"The Disallowed: The Tale of a Contemporary Vampire Family"|"Owen  Jones"|""|""|""|""|""
"Imitation"|"Heather Hildenbrand"|""|""|""|""|""
"The Thousand Year Curse"|"Taylor Lavati"|""|""|""|""|""
"The Hatching"|"Matt Galeone"|"7"|"8"|"6"|"9|7"|"7"
"My Two Cents: Cici and Tati: Where The World of Fitness Meets The Multiple Shades of Gray"|"Ahmad Baari C.P.T."|""|""|""|""|""
"The Double Shadow"|"Sally Gardner"|""|""|""|""|""
"Rominus: The Initiation"|"Jonathan Amaret"|""|""|""|""|""
"Cody: Clicking Beat on the Brink of Nada"|"Keith Hale"|""|""|""|""|""
"Anne Hawksmoor: The Time Traveller"|"K.C. Harry"|""|""|""|""|""
"Blood & Lilies"|"Lyn Croft"|""|""|""|""|""
"All Girls Cry"|"Ava Bloomfield"|""|""|""|""|""
"Write About Me"|"Melissa-Jane Pouliot, Melissa Pouliot"|""|""|""|""|""
"Keeper of the Gate"|"Paula Kennedy"|""|""|""|""|""
"The Challenge"|"EmmaLee Bertagnole"|""|""|""|""|""
"Finding Beth"|"Lisa Tapp"|""|""|""|""|""
"Wil Deft"|"Richard Wolkomir"|""|""|""|""|""
"Black Sunrise"|"Christina Engela"|""|""|""|""|""
"Damn the Dead"|"Phillip Tomasso III"|""|""|""|""|""
"Retired Slayer"|"Carly Jordynn"|""|""|""|""|""
"Damnatio Memoriae"|"Laura Giebfried"|""|""|""|""|""
"Tesoro: Secrets of the Hidden Treasure"|"Andrea Hintz"|""|""|""|""|""
"The Run"|"E.J. Summers"|""|""|""|""|""
"Dragon Squadron"|"L.M. Vitt"|""|""|""|""|""
"Fraction of Stone"|"Kelley Lynn"|""|""|""|""|""
"Enslavement"|"Melinda Marshall Friesen"|""|""|""|""|""
"Voice Of The Demon"|"Paul Camster"|""|""|""|""|""
"Before I Break"|"Alec John Belle"|""|""|""|""|""
"Average Joe and the Extraordinaires"|"Belart Wright"|""|""|""|""|""
"Mr. Manners: Proper Etiquette for the Modern Degenerate"|"Aaron Berg"|""|""|""|""|""
"All The Roads"|"J.  Cotter"|""|""|""|""|""
"Over Cast"|"K.W. Benton"|""|""|""|""|""
"A Keeper's Destiny"|"C.A. King"|""|""|""|""|""
"Sweet Sleep"|"Kim Cormack"|""|""|""|""|""
"Alleged"|"Alex  Parker"|""|""|""|""|""
"Random"|"Alma Alexander"|""|""|""|""|""
"The Shadow Reader"|"Sandy Williams"|""|""|""|""|""
"The In-Betweener"|"Ann Christy"|""|""|""|""|""
"Project Cain"|"Geoffrey Girard"|""|""|""|""|""
"Santa Claus vs The Aliens"|"James Cardona"|""|""|""|""|""
"Dino Hunt"|"Max Davine"|""|""|""|""|""
"Opening the Veil"|"C.L.  Clark"|""|""|""|""|""
"The Box and the Dragonfly"|"Ted  Sanders"|"8"|"7"|"9"|"6|8"|"8"
"Tortuga"|"Rudolfo Anaya"|""|""|""|""|""
"Deep Water"|"Lu Hersey"|""|""|""|""|""
"Of Shadow and Sea"|"Will Wight"|""|""|""|""|""
"Second Chronicles of Illumination"|"C.A. Pack"|""|""|""|""|""
"Totally Unrelated"|"Tom   Ryan"|""|""|""|""|""
"The Academie"|"Amy Joy"|""|""|""|""|""
"State vs. Amrit Kumar"|"Govind Sharma"|""|""|""|""|""
"It Should Have Been a #GoodDay"|"Natalie Corbett Sampson"|""|""|""|""|""
"No One is Invincible"|"Shawn Walker"|""|""|""|""|""
"Kaguya Hime: A Tale of the Bamboo Cutter"|"Melissa Mahinay, Melissa M. Futrell"|""|""|""|""|""
"A Muse Meant"|"Phyl Campbell"|""|""|""|""|""
"Return to Daemon Hall: Evil Roots"|"Andrew Nance, Coleman Polhemus"|""|""|""|""|""
"Joel Suzuki, Volume Three: Legend of the Loudstone"|"Brian Tashima"|""|""|""|""|""
"The Uncrossing"|"Melissa Eastlake"|""|""|""|""|""
"The Gold"|"Krista Wagner"|""|""|""|""|""
"Black Mail"|"Thomas Feibel"|""|""|""|""|""
"Im Not Weird, Im Just Quiet"|"J.F. Wiegand"|""|""|""|""|""
"Red Ribbons: A Sequel to Just Perfect"|"Hanne Arts"|""|""|""|""|""
"The Right Person"|"Stacy A. Padula"|""|""|""|""|""
"The Carbynarah Chronicles: An Epic Fantasy Adventure"|"Jon Franklyn"|""|""|""|""|""
"Chemistry"|"C.L. Lynch"|""|""|""|""|""
"Children Shouldn't Play with Dead Things"|"Martina McAtee"|""|""|""|""|""
"Winter Eternal: Book I The River That Flows Two Ways"|"E. Thomas Joseph"|""|""|""|""|""
"Going Green"|"Heather S. Ransom"|""|""|""|""|""
"Harry Potter: A History of Magic"|"British Library, Steve Kloves, Anna Pavord, Roger Highfield, Owen  Davies, Julia Eccleshare, Tim Peake, Steve Backshall, Julian Harrison, Lucy Mangan, Richard  Coles, J.K. Rowling"|""|""|""|""|""
"JUST THE BEGINNING"|"Louise Bouck"|""|""|""|""|""
"We'll Never Be Apart"|"Emiko Jean"|"3"|"4"|"5"|"2|3|4"|"4"
"Shine Little Light: Kids Edition"|"Jonathan Nettles"|""|""|""|""|""
"Wrong in All the Right Ways"|"Tiffany Brownlee"|"7"|"8"|"6"|"9|5"|"5"
"Gray Zone"|"Veronica R. Tabares"|""|""|""|""|""
"Those were not Love Letters but still I fell in Love"|"Arriah Kiprujistho"|""|""|""|""|""
"Dan the Dragon Slayer"|"S.J. Walter"|""|""|""|""|""
"Mendel"|"Anita Lavi"|""|""|""|""|""
"The Captain"|"Ryan M. Shelton"|""|""|""|""|""
"Servant of the King: Memoir of Modern Apostle Kemper Crabb"|"Chana Keefer"|""|""|""|""|""
"Shadowed Strength"|"Wendi L. Wilson"|""|""|""|""|""
"Blood Island"|"Samantha Coville"|""|""|""|""|""
"Black Bear Lake"|"Leslie Liautaud"|""|""|""|""|""
"Becoming Famous"|"Natalie   Scott"|""|""|""|""|""
"Between the Notes"|"Sharon Huss Roat"|"8"|"7"|"9"|"6|7"|"7"
"The Crystal Key"|"Christopher  Bailey"|""|""|""|""|""
"The Lost Tribes"|"C. Taylor-Butler"|""|""|""|""|""
"Boy Band"|"Jacqueline E. Smith"|""|""|""|""|""
"Frank"|"Timothy Owen"|""|""|""|""|""
"Remains"|"Belle Antoinette"|""|""|""|""|""
"Downright Delinquents."|"L.  Jackson"|""|""|""|""|""
"Born Wrong?: A Transgender Teen's Journey"|"David Matheny"|""|""|""|""|""
"Thorn and the Blade of Shovac"|"Chad Lynch"|""|""|""|""|""
"Talent"|"B. Lynn Goodwin"|""|""|""|""|""
"She Dies at the End"|"A.M. Manay"|"1"|"4"|"3"|"2|5"|"5"
"Rising Shadows"|"Ashley Townsend"|""|""|""|""|""
"A Soldier Surrenders: The Conversion of Saint Camillus de Lellis"|"Susan Peek"|""|""|""|""|""
"The Last Hunter: Descent"|"Jeremy Robinson"|""|""|""|""|""
"The Moorigad Dragon"|"Debra Kristi"|""|""|""|""|""
"Jodie and the Library Card"|"Julie Hodgson"|""|""|""|""|""
"Scout's Honor"|"Dori Ann Dupr"|"8"|"7"|"9"|"6|7"|"7"
"Son of Anubis"|"Stacy Bennett"|""|""|""|""|""
"Incognito"|"Siobhan Davis"|""|""|""|""|""
"The Healing Tree"|"Dave Stabely, Margaret Cheasebro"|""|""|""|""|""
"Tired Of Surviving"|"Naomi Amanda"|""|""|""|""|""
"Wicked Like a Wildfire"|"Lana Popovi"|""|""|""|""|""
"The Odyssey Of Elysion"|"Douglas C. A. Paula"|""|""|""|""|""
"Expiry Date: Not the End"|"Anita S J"|""|""|""|""|""
"The Coast of Arishore: The Wizard's Crystal"|"Lina Skye"|""|""|""|""|""
"Unstoppable Moses"|"Tyler James Smith"|""|""|""|""|""
"Mambo in Chinatown"|"Jean Kwok"|""|""|""|""|""
"Munmun"|"Jesse Andrews"|""|""|""|""|""
"Dream of Darkness"|"H.M. Gooden"|""|""|""|""|""
"Through the Portal"|"Jessica  Wright"|""|""|""|""|""
"Jordan Dare and the Tolchester Ghost"|"Cameron DeCessna"|""|""|""|""|""
"The Chronicles of the Virago:: Book II The Apprentus"|"Michael Bialys"|""|""|""|""|""
"Tales of the Lantern"|"Dedra L. Stevenson"|""|""|""|""|""
"Time of Treason"|"Susan M. MacDonald"|""|""|""|""|""
"Assassin's Heart"|"Sarah Ahiers"|""|""|""|""|""
"A Blue Sky"|"Natasha Jennings"|""|""|""|""|""
"Sanguine Mountain"|"Jennifer Foxcroft"|""|""|""|""|""
"The Father's House"|"Larche Davies"|""|""|""|""|""
"WONDERLAND: PART TWO: The Ring And The Coin Purse Series"|"Marianne Madson"|""|""|""|""|""
"The Silver Codex"|"Emily Kirby"|""|""|""|""|""
"Jessica's Diary: A sweet story about a puppy with three legs."|"Robin Darcy"|""|""|""|""|""
"Fang and Claw"|"Markie  Madden"|""|""|""|""|""
"Seasons of Love and War"|"Brenda Ashworth Barry"|""|""|""|""|""
"Oranges for Christmas"|"Margarita Morris"|"1"|"4"|"3"|"2|5"|"5"
"Starting With Max: How a Wise Stray Dog Gave Me Strength and Inspiration"|"Ying Ying"|""|""|""|""|""
"Wolf Girl finds necRomance"|"Gisele R. Walko"|""|""|""|""|""
"The Midnight Sea"|"Kat Ross"|""|""|""|""|""
"Vampire Girl"|"Karpov Kinrade"|""|""|""|""|""
"The Gate: Journey to the New World"|"M.W.   Smith"|""|""|""|""|""
"My Name Is Not Alice"|"Angelika Rust"|""|""|""|""|""
"Heroesville"|"Cassie   James"|""|""|""|""|""
"Porcelain Keys"|"Sarah Beard"|""|""|""|""|""
"The Dirt Diary"|"Anna Staniszewski"|""|""|""|""|""
"Fiction At My Fingertips"|"C.S. Reid"|""|""|""|""|""
"The Forgotten Fairytales"|"Angela Parkhurst"|""|""|""|""|""
"Stormwielder"|"Aaron Hodges"|""|""|""|""|""
