"TITLE"|"AUTHOR"|"PACE"|"LENGTH"|"PLOT_COMPLEXITY"|"THEMES"|"MOOD"
"Brave Enough"|"Cheryl Strayed"|"8"|"7"|"9"|"6|8"|"8"
"Adultolescence"|"Gabbie Hanna"|"8"|"6"|"7"|"5"|""
"The Mistress of Spices"|"Chitra Banerjee Divakaruni"|"1"|"4"|"3"|"5|2|4|3"|"3"
"College Girl Cookbook"|"Felicity  Jones"|""|""|""|""|""
"The Maude Reed Tale"|"Norah Lofts"|""|""|""|""|""
"Sam's Theory"|"Sarah Mendivel"|""|""|""|""|""
"P.S. I Hate You"|"Winter Renshaw"|""|""|""|""|""
"The Smallest Part"|"Amy Harmon"|"3"|"4"|"5"|"2|4|3|5"|"4"
"Minutes Before Sunset"|"Shannon A. Thompson"|"1"|"4"|"3"|"2|5"|"5"
"That Feeling When"|"S.M.   James"|""|""|""|""|""
"The Summer of Jordi Perez"|"Amy Spalding"|"3"|"4"|"5"|"2|4"|"4"
"The Dawn of Redemption"|"Dedra L. Stevenson"|""|""|""|""|""
"Rise of the Sea Witch"|"Tiffany Marz, Stacey Rourke"|""|""|""|""|""
"97: The Warloch's Pact"|"LoveVickyHolt"|"97"|""|""|""|""
"Jesus Must Rise!"|"Rodolfo Martin Vitangcol"|""|""|""|""|""
"Waiting for Fitz"|"Spencer Hyde"|"8"|"7"|"9"|"8|7"|"7"
"A Game of Thrones #1"|"Tommy Patterson, George R.R. Martin, Daniel Abraham"|"9"|"10"|"8"|"10|9"|"9"
"Greek Mathematical Works: Volume I, Thales to Euclid."|"Ivor  Thomas"|"1"|"9"|"8"|"7|6|9|8"|"9"
"The Princess and the Peacock"|"C.S.  Johnson"|"1"|"4"|"3"|"5|2"|"2"
"Chasing Light - Notes on Creativity"|"Tim Stevenson"|""|""|""|""|""
"A Thousand Paths to Tranquility"|"David  Baird"|""|""|""|""|""
"The Legend of the Avatars: The Created World"|"Tutmozis (Mrk Jusztin)"|""|""|""|""|""
"Chess Club Dropout"|"Lux Carmine"|""|""|""|""|""
"A Field Guide to High School"|"Marissa Walsh"|""|""|""|""|""
"Transcender: First-Timer"|"Vicky Savage"|""|""|""|""|""
"Street Love"|"Walter Dean Myers"|""|""|""|""|""
"Goodbye Days"|"Jeff Zentner"|"8"|"7"|"9"|"9"|""
"Rebel Daughter"|"Lori Banov Kaufmann"|"1"|"4"|"3"|"5|2"|"2"
"We Contain Multitudes"|"Sarah Henstra"|""|""|""|""|""
"Dead Elite"|"Keefe R.D."|""|""|""|""|""
"Mooncakes"|"Wendy  Xu, Suzanne  Walker"|"1"|"4"|"3"|"5|2"|"2"
"Neverwraith"|"Shakir Rashaan"|""|""|""|""|""
"Born at Dawn"|"Christina  Davis"|""|""|""|""|""
"Behind These Hands"|"Linda Vigen Phillips"|""|""|""|""|""
"Answers from Heaven for Soul and Self"|"The Saint"|""|""|""|""|""
"Salmek's Journey to Shambhala"|"Maria Grima"|""|""|""|""|""
"The Ability"|"Iacopo Bruno, M.M. Vaughan"|"1"|"4"|"3"|"2|5"|"5"
"Aru Shah and the Nectar of Immortality"|"Roshani Chokshi"|"1"|"2"|"3"|"4|5"|"5"
"How to Survive Your Murder"|"Danielle Valentine"|""|""|""|""|""
"Crossing Jordan"|"Suzy Schultz, Adrian Fogelin"|""|""|""|""|""
"A Face for Picasso: Coming of Age with Crouzon Syndrome"|"Ariel Henley"|""|""|""|""|""
"The Vow"|"Jody Hedlund"|"1"|"4"|"3"|"2|5"|"5"
"The Apprentice of Buchenwald: The True Story of the Teenage Boy Who Sabotaged Hitlers War Machine"|"Oren Schneider"|""|""|""|""|""
"Dancing Barefoot"|"Alice Boyle"|""|""|""|""|""
"With the Indians in the Rockies"|"James Willard Schultz"|""|""|""|""|""
"Hearts Forged in Dragon Fire"|"Erica Hollis"|""|""|""|""|""
"Outcasts"|"Josephine Angelini"|""|""|""|""|""
"The Warrior Maiden"|"Melanie Dickerson"|"1"|"2"|"3"|"4|5"|"5"
"The Stop Snoring And Sleep Apnea Program: Blue Heron Health News"|"Christian G."|""|""|""|""|""
"The Day I Became an Autodidact and the Advice, Adventures, and Acrimonies That Befell Me Thereafter"|"Kendall Hailey"|""|""|""|""|""
"Skin Hunger"|"Sheila Rayyan, Kathleen Duey"|""|""|""|""|""
"Locker Shock"|"Pam Ripling"|""|""|""|""|""
"Gaunt's Daughter: 2"|"Eleanor Shaler"|"2"|""|""|""|""
"The Sky Is Falling"|"Kit Pearson"|""|""|""|""|""
"Crossing to Paradise"|"Kevin Crossley-Holland"|""|""|""|""|""
"Watermark"|"Penelope Todd"|""|""|""|""|""
"Red Moon and Black Mountain"|"Joy Chant"|"1"|"4"|"3"|"5|2"|"2"
"Elsie Dinsmore"|"Martha Finley"|""|""|""|""|""
"Vampire of My Dreams"|"Christina Moss, Brad Fraunfelter"|""|""|""|""|""
"The Big Book of Girl Stuff"|"Bart King, Jennifer Kalis"|""|""|""|""|""
"Fair Weather"|"Richard Peck"|"

1"|"8"|"2"|"7|3|9|4|6|5"|"5"
"When the Sirens Wailed"|"Noel Streatfeild, Judith Gwyn Brown"|""|""|""|""|""
"Wicked Girls"|"Stephanie Hemphill"|""|""|""|""|""
"Joshua In The Holy Land"|"Joseph F. Girzone"|"1"|"4"|"3"|"2|5"|"5"
"Becoming NADIA"|"Cyrus Keith"|""|""|""|""|""
"Heart and Soul"|"Liz Rosenberg"|"8"|"7"|"9"|"8|7"|"7"
"Pale Queen's Courtyard"|"Marcin Wrona"|""|""|""|""|""
"Stormy, Misty's Foal"|"Marguerite Henry"|"1"|"2"|"3"|"4|5"|"5"
"And Then Things Fall Apart"|"Arlaina Tibensky"|""|""|""|""|""
"The Iron Man"|"Ted Hughes"|"1"|"4"|"3"|"5|2"|"2"
"Dark Dude"|"Oscar Hijuelos"|"1"|"2"|"3"|"4|5"|"5"
"Surviving the Applewhites"|"Stephanie S. Tolan"|"8"|"7"|"6"|"5|9"|"9"
"The Charm"|"Alana Siegel Mag"|""|""|""|""|""
"Tristan and Iseult"|"Rosemary Sutcliff"|""|""|""|""|""
"Peace, Love, and Baby Ducks"|"Lauren Myracle"|"8"|"7"|"9"|"6"|""
"The Gunslinger Born"|"Peter David, Richard Isanove, Stephen King, Jae Lee, Robin Furth"|"7"|"8"|"9"|"6|7"|"7"
"Power Trip"|"Jeff Thomason"|""|""|""|""|""
"The Way of Nacor"|"Jeff W. Horton"|""|""|""|""|""
"Ashes, Ashes"|"Jo Treggiari"|"1"|"2"|"3"|"4|5"|"5"
"The Halfmen of O"|"Maurice Gee"|""|""|""|""|""
"Rotters"|"Daniel Kraus"|"8"|"9"|"7"|"8|7"|"7"
"Droplets:  A Short Story Collection"|"Scott A. Johnson"|""|""|""|""|""
"Journey of Hope"|"Victoria Murata"|""|""|""|""|""
"The League of Delphi"|"Chris Everheart"|""|""|""|""|""
"A Beautiful Struggle"|"Lilliana Anderson"|""|""|""|""|""
"Lone Cowboy: My Life Story"|"Will James"|""|""|""|""|""
"Just One of the Guys"|"Kristan Higgins"|"8"|"7"|"9"|"8|7"|"7"
"The Extraordinary Adventures of Alfred Kropp"|"Rick Yancey"|"8"|"9"|"7"|"6|7"|"7"
"Putting Makeup on Dead People"|"Jen Violi"|"8"|"7"|"9"|"6"|""
"A Taste of Life and Love in Australia"|"Margaret Lynette Sharp"|""|""|""|""|""
"After Isaac"|"Avra Wing"|""|""|""|""|""
"A Healing Heart"|"Melissa A. Hanson"|""|""|""|""|""
"The Devil Walks"|"Anne Fine"|""|""|""|""|""
"Jake Carter and the Nightmare Gallery"|"Kevin M. Folliard"|""|""|""|""|""
"Tamora Pierce"|"Kyle Zimmer, Donna Dailey"|""|""|""|""|""
"Capital Girls"|"Ella Monroe"|""|""|""|""|""
"Falling to Ash"|"Karen Mahoney"|""|""|""|""|""
"Heart of a Samurai"|"Margi Preus"|""|""|""|""|""
"I Need You More Than I Love You and I Love You to Bits"|"Tara Chace, Gunnar Ardelius"|""|""|""|""|""
"Ethan Between Us"|"Anna Myers"|""|""|""|""|""
"Deep Down Popular"|"Phoebe Stone"|""|""|""|""|""
"Storm Surfer"|"Jake Maddox, Lisa Trumbauer"|""|""|""|""|""
"Shadowmancer"|"G.P. Taylor"|"1"|"2"|"3"|"4|5"|"5"
"The Smile"|"Donna Jo Napoli"|""|""|""|""|""
"Through the Eyes of a Child"|"Pam Funke"|""|""|""|""|""
"Lightman"|"John Blandly"|""|""|""|""|""
"For  Love of an Armadillo"|"Didi Menendez, Jeremy Baum"|""|""|""|""|""
"The Riddle-Master of Hed"|"Patricia A. McKillip"|"7"|"9"|"8"|"6|10"|"10"
"I'm Your Bully"|"Andrea Tyse"|""|""|""|""|""
"Meta"|"Tom   Reynolds"|""|""|""|""|""
"Butterflies in May"|"Karen Hart"|""|""|""|""|""
"Dreamscape: Saving Alex"|"Kirstin Pulioff"|""|""|""|""|""
"Too Many Curses"|"A. Lee Martinez"|"8"|"9"|"7"|"6|7"|"7"
"Sebastian"|"Anne Bishop"|""|""|""|""|""
"Arisa, Vol. 01"|"Natsumi And, Andria Cheng"|"01"|""|""|""|""
"Sweet Addiction"|"J.  Daniels"|"8"|"7"|"9"|"8"|"8"
"Mortis"|"Hannah  Cobb"|""|""|""|""|""
"Alcatraz The Lost Pearl"|"Aleshia Robinson"|""|""|""|""|""
"Raven Summer"|"David Almond"|""|""|""|""|""
"Frosted Blood"|"Larry Pellitteri"|""|""|""|""|""
"Dirty London"|"Kelley York"|""|""|""|""|""
"Carry Me Down"|"M.J. Hyland"|"8"|"7"|"9"|"6|7"|"7"
"Freshman Fourteen"|"Beth Rodgers"|""|""|""|""|""
"The Miseducation Years"|"Paul        Howard, Ross O'Carroll-Kelly"|""|""|""|""|""
"Christopher"|"David Athey"|""|""|""|""|""
"Chicken Soup for the Tea Lover's Soul: Stories Steeped in Comfort"|"Patricia Lorenz, Mark Victor Hansen, Jack Canfield"|"7"|"8"|"9"|"6|7"|"7"
"True Love Waits"|"Mark DeVries"|""|""|""|""|""
"Glory Season"|"David Brin"|""|""|""|""|""
"Wandering Son, Vol. 1"|"Takako Shimura, Rachel Balzora Thorn"|"8"|"7"|"9"|"9|6"|"6"
"What You Left Behind"|"Jessica Verdi"|""|""|""|""|""
"The Rule of Three"|"Eric Walters"|""|""|""|""|""
"Forever Night Stand"|"Ysa Arcangel, _silverdoe_"|""|""|""|""|""
"Born of an Angel"|"Lisa Glenn"|""|""|""|""|""
"Lost Stars"|"Claudia Gray"|"8"|"9"|"7"|"8|9"|"9"
"Kingsblood"|"J.S. Harris"|""|""|""|""|""
"Where I'd Like to Be"|"Frances O'Roark Dowell"|""|""|""|""|""
"The First Queen of England: The Myth of ""Bloody Mary"""|"Linda Porter"|""|""|""|""|""
"The Captain's Coin"|"John V. Amodeo"|""|""|""|""|""
"The Alchemist's Cat"|"Robin Jarvis"|""|""|""|""|""
"Silver in the Blood"|"Jessica Day George"|"1"|"2"|"3"|"4|5|3|2|1"|"4"
"'Tis: A Memoir"|"Frank McCourt"|"1"|"2"|"3"|"4|5"|"5"
"Train I Ride"|"Paul   Mosier"|""|""|""|""|""
"Honor Girl: A Graphic Memoir"|"Maggie Thrash"|"3"|"4"|"5"|"2|4|3|5"|"4"
"The Weight of Feathers"|"Anna-Marie McLemore"|"1"|"4"|"3"|"5|2|4|3"|"2"
"Only Daughter"|"Anna Snoekstra"|"1"|"2"|"3"|"4|5"|"5"
"Cautionary Tales"|"Felicity  Jones"|""|""|""|""|""
"Frankie B - The Ghost Ship"|"Andrene Low"|""|""|""|""|""
"Scorpions, 25th Anniversary Edition"|"Walter Dean Myers"|"7"|"9"|"8"|"6|5"|"5"
"Legend of Sleepy Hollow and Rip Van Winkle"|"Washington Irving"|"1"|"8"|"7"|"9|6|8|7"|"7"
"Secret Sanctuary"|"Jeff Fuell"|""|""|""|""|""
"I'm Not Missing"|"Carrie Fountain"|""|""|""|""|""
"Famous by Default"|"Tiffany Marz, M.K. Harkins"|""|""|""|""|""
"The Whale Kingdom Quest"|"Ian Allan, Ming Wei"|""|""|""|""|""
"An A - Z of Looney Limericks"|"Linda Koperski, Bernie Morris"|""|""|""|""|""
"The Bad Boy's Girl"|"Blair Holden"|""|""|""|""|""
"Paul Destroyed Jesus"|"Rodolfo Martin Vitangcol"|""|""|""|""|""
"Letters to a Young Artist: Building a Life in Art"|"Julia Cameron"|"7"|"8"|"9"|"6|5|8|7|9"|"8"
"The Way to Game the Walk of Shame"|"Jenn P. Nguyen"|""|""|""|""|""
"Sick Boy"|"Sean Waller"|""|""|""|""|""
"The Window"|"Amelia Brunskill"|""|""|""|""|""
"One True Way"|"Shannon Hitchcock"|""|""|""|""|""
"Earth Is Room Enough"|"Paul Lehr, Isaac Asimov"|""|""|""|""|""
"Doctor Who: The Year of Intelligent Tigers"|"Kate Orman"|"8"|"7"|"9"|"6|8"|"8"
"Anger Is a Gift"|"Mark Oshiro"|"8"|"7"|"9"|"10|8"|"8"
"Hurricane Summer"|"Asha Ashanti Bromfield"|""|""|""|""|""
"Living Rough"|"Cristy Watson"|""|""|""|""|""
"The Boy I Am"|"K.L. Kettle"|""|""|""|""|""
"The Hypnotists"|"Gordon Korman"|"1"|"2"|"3"|"4|5"|"5"
"Dear Hero"|"Hope Bolinger, Alyssa Roat"|""|""|""|""|""
"Mr. Wrong Number"|"Lynn Painter"|""|""|""|""|""
"Early Years"|"TurtleMe"|""|""|""|""|""
"A Million Junes"|"Emily Henry"|"8"|"9"|"7"|"6|8"|"8"
"Salmek's Crystal"|"Maria Grima"|""|""|""|""|""
"The Hork-Bajir Chronicles"|"Katherine Applegate, K.A. Applegate"|"1"|"2"|"3"|"4|5|3|2|1"|"5"
"Catching Hope"|"Kathy Cassel"|"1"|"4"|"3"|"2|5"|"5"
"Nothing More to Tell"|"Karen M. McManus"|"3"|"4"|"5"|"2|4"|"4"
"Rolf in the Woods: The Adventures of a Boy Scout With Indian Quonab and Little Dog Skookum"|"Ernest Thompson Seton"|""|""|""|""|""
"The Silent Songbird"|"Melanie Dickerson"|"1"|"4"|"3"|"2|5"|"5"
"Late to the Party"|"Kelly Quindlen"|"1"|"2"|"3"|"4|5"|"5"
"The Erectile Dysfunction Master: Blue Heron Health News"|"Christian G."|""|""|""|""|""
"Junior High"|"Sara Quin, Tegan Quin, Tillie Walden"|""|""|""|""|""
"Insignificant Events in the Life of a Cactus"|"Dusti Bowling"|"8"|"7"|"9"|"6|7"|"7"
"Little Thieves"|"Margaret  Owen"|""|""|""|""|""
"The Hermit Thrush Sings"|"Susan    Butler"|""|""|""|""|""
"Trails Of The Dime Novel"|"Terry W. Burns"|""|""|""|""|""
"Millions"|"Frank Cottrell Boyce"|"1"|"2"|"3"|"4|5"|"5"
"Enter Three Witches"|"Caroline B. Cooney"|""|""|""|""|""
"Leyla's Locket"|"Paige Jackson"|""|""|""|""|""
"We Are Quiet, We Are Loud: The Best Young Writers and Artists In America"|"Andrew Lippman, Frances Wright, Lauren Stokes, Anne Reece, Corry Wallace, Christine Kwon, Connor Gannon, Jacob Nelson, Ashley Chow, Justin Beltz, Rosetta Young, Christie  Maurer, Samuel Lansey, Elizabeth Elison, Julie Rawe, Glynnis Ritchie, Bill Kephart, Rebecca McCarthy, Erin Weeks, Marguerite Weisman, Calvin Brown, Suzanna Yang, Amy Miller, Frankie Romano, Nicole Mangione, Anna Chandler, Alexander Foreman, Jillian Ehrisman, David Levithan, Wen Lei, Audrey Walls, Jasmine Hu, Anne Strother, Denise Rickman, Sarah Robbin, Mariya Karimjee, Jesi Egan, Emma Cline, Phoebe Rusch, Yue Pang, Hannah Pulit, Temnete Sebhatu, Briana Severson, Laura Hinkle, Ai Yasufuku, Tara Venkatraman, Blair Hurley, Julia Harris"|""|""|""|""|""
"Ihaka and the Summer Wandering"|"Joanna Orwin"|""|""|""|""|""
"Killing Britney"|"Sean Olin"|""|""|""|""|""
"Notes from the Blender"|"Trish Cook, Brendan Halpin"|"1"|"2"|"3"|"4|5"|"5"
"Children of Morrow"|"Helen Mary Hoover"|"1"|"4"|"3"|"2|5|4|3"|"5"
"Joshua's Family"|"Joseph F. Girzone"|""|""|""|""|""
"The Lady in the Tower: The Fall of Anne Boleyn"|"Alison Weir"|"8"|"9"|"7"|"6|8"|"8"
"Book of Names"|"John Peel"|""|""|""|""|""
"X/1999, Volume 01: Prelude"|"CLAMP"|"7"|"9"|"8"|"6|10"|"10"
"Powder and Patch"|"Georgette Heyer"|"1"|"2"|"3"|"4|5"|"5"
"Smoke and Magic"|"Patti Larsen"|""|""|""|""|""
"Be Mine Tonight"|"Kathryn Smith"|""|""|""|""|""
"Wild Thing"|"Dandi Daley Mackall"|"1"|"4"|"3"|"2|5"|"5"
"The Groovy Greeks"|"Terry Deary"|"8"|"7"|"9"|"8"|""
"The Post-American World"|"Fareed Zakaria"|"7"|"8"|"9"|"6|7"|"7"
"Heart's Delight"|"Per Nilsson, Tara Chace"|""|""|""|""|""
"The Justice Riders"|"Aaron Norris, Chuck Norris, Tim Grayem, Ken Abraham"|""|""|""|""|""
"Hello God"|"Moya Simons, Lisa Coutts"|""|""|""|""|""
"The Inquisitor"|"Mark Allen   Smith"|""|""|""|""|""
"Zombie Bashing Rejects (So it Begins"|"Lucille Wiekel"|""|""|""|""|""
"Good Girls"|"Laura Ruby"|""|""|""|""|""
"The Visconti House"|"Elsbeth Edgar"|""|""|""|""|""
"An Offer He Can't Refuse"|"Theresa Ragan"|""|""|""|""|""
"Amish Love Letters"|"Samantha Bayarr"|""|""|""|""|""
"American Goddesses"|"Gary R. Henry"|""|""|""|""|""
"666: The Number of the Beast"|"Heather Graham, T.E.D. Klein, Peter Abrahams, Sarah Hines Stephens, Amelia Atwater-Rhodes, Joyce Carol Oates, Christopher Pike, Bentley Little, Laurie Faria Stolarz, Robin Wasserman, David Moody, Jane B. Mason, Joshua Gee, Ellen Schreiber, Melissa de la Cruz, Isobel Bird, P.D. Cacek, Chet Williamson"|""|""|""|""|""
"Tietam Brown"|"Mick Foley"|""|""|""|""|""
"Stolen Children"|"Peg Kehret"|"1"|"2"|"3"|"4|5"|"5"
"Road to Tater Hill"|"Edith M. Hemingway"|""|""|""|""|""
"The Blood She Betrayed"|"Cheryse Durrant"|""|""|""|""|""
"Full Court Dreams"|"Tuesday Mourning, Jake Maddox, Chris Kreie"|""|""|""|""|""
"This One Time with Julia"|"David Lampson"|""|""|""|""|""
"Kingslayer"|"Honor Raconteur"|""|""|""|""|""
"Scattered Links"|"M. Weidenbenner"|""|""|""|""|""
"If Only It Were True"|"Marc Levy, Jeremy Leggatt"|"1"|"4"|"3"|"2|5"|"5"
"Pink Narcissus"|"Didi Menendez"|"1971"|""|""|""|""
"The Silver Mist"|"Martin Treanor"|""|""|""|""|""
"Must Date the Playboy"|"notjustarandomgirl"|""|""|""|""|""
"Cloud Warrior"|"Patrick Tilley"|""|""|""|""|""
"The Supreme Moment: Kairos"|"Cristina Rayne, C.G. Garcia"|""|""|""|""|""
"So You Don't Want to Go to Church Anymore"|"Wayne Jacobsen, Dave Coleman, Jake Colsen"|""|""|""|""|""
"Windlord"|"Michael Scott"|""|""|""|""|""
"Chicken Soup for the Wine Lover's Soul: A Toast to the Perfect Occasion"|"Mark Victor Hansen, Theresa Peluso, Jack Canfield"|"1"|"3"|"4"|"2|5"|"5"
"The Sarah Dessen Gift Set"|"Sarah Dessen"|""|""|""|""|""
"Alcatraz the Righteous Pearl"|"Aleshia Robinson"|""|""|""|""|""
"Magic & Mayhem on the Nile"|"Tyne O'Connell"|""|""|""|""|""
"Time It Right"|"Siera Maley"|""|""|""|""|""
"Sane: Mental Illness, Addiction, and the 12 Steps"|"Marya Hornbacher"|"5"|"8"|"7"|"9|6|4|7|8"|"6"
"The Gold Tinderbox"|"Paul Camster"|""|""|""|""|""
"Illusions of Fate"|"Kiersten White"|"7"|"8"|"9"|"6|7|8|9"|"8"
"Descender, Vol. 1: Tin Stars"|"Dustin Nguyen, Jeff Lemire, Steve Wands"|"1"|"8"|"7"|"9|6|5|4|8|7"|"7"
"The Impostor Queen"|"Sarah Fine"|""|""|""|""|""
"Moon Bear"|"Gill Lewis"|"1"|"4"|"3"|"5|2"|"2"
"The Clockwork Three"|"Matthew J. Kirby"|"1"|"2"|"3"|"4|5|3|2|1"|"4"
"Granted"|"Michelle Merrill"|""|""|""|""|""
"Anatomy of a Boyfriend"|"Daria Snadowsky"|"1"|"2"|"3"|"4|5"|"5"
"The Kitchen Imps and Other Dark Tales"|"A.L. Butcher"|""|""|""|""|""
"Bloodtide"|"Melvin Burgess"|"7"|"8"|"9"|"6|5"|"5"
"Njunjul the Sun"|"Meme McDonald"|""|""|""|""|""
"Battle for His Soul"|"Theresa Linden"|""|""|""|""|""
"Vampire's Kiss"|"Ella Summers"|"1"|"4"|"3"|"2|5|4|3"|"5"
"Epic Escape"|"Emily  Evans"|""|""|""|""|""
"A Touch of Poison"|"Aaron Kite"|"8"|"7"|"6"|"7|8"|"8"
"The Winnowing"|"Vikki VanSickle"|"8"|"7"|"9"|"6|7"|"7"
"I Stop Somewhere"|"T.E. Carter"|""|""|""|""|""
"My Crazy Boyfriends"|"Felicity  Jones"|""|""|""|""|""
"Mary, Bloody Mary"|"Carolyn Meyer"|"7"|"8"|"6"|"9|5"|"5"
"Nothing Is Strange"|"Mike Russell"|"9"|"10"|"8"|"10|6"|"6"
"The Whiskey Sea"|"Ann Howard Creel, Angela Dawe"|""|""|""|""|""
"NEW AVALON: The Return of King Arthur"|"Jeff Fuell"|""|""|""|""|""
"Broken Things"|"Lauren Oliver"|"8"|"7"|"9"|"9"|""
"The Rise Of The Catfish Kingdom"|"Ian Allan, Ming Wei"|""|""|""|""|""
"Red Kayak"|"Priscilla Cummings"|"8"|"7"|"6"|"9"|""
"13 Minutes"|"Sarah Pinborough"|"8"|"7"|"9"|"8|7"|"7"
"Wild Mind: Living the Writer's Life"|"Natalie Goldberg"|"1"|"8"|"7"|"9|6|5|4|3|2"|"2"
"Rhapsody: Child of Blood"|"Elizabeth Haydon"|"8"|"7"|"9"|"6|8"|"8"
"Christianity Presented a Most Confusing Bible and Called itthe Word of God"|"Rodolfo Martin Vitangcol"|""|""|""|""|""
"It Sounded Better in My Head"|"Nina Kenwood"|"8"|"7"|"9"|"8|7"|"7"
"The Mostly Forgotten Memoirs of Rose Red"|"M. Marinan"|""|""|""|""|""
"Asperfell"|"Jamie  Thomas"|""|""|""|""|""
"LIFEL1K3"|"Jay Kristoff"|"8"|"9"|"7"|"9|8"|"8"
"Cutter Boy"|"Cristy Watson"|"1"|"4"|"3"|"2|5"|"5"
"Here Lies Daniel Tate"|"Cristin Terrill"|""|""|""|""|""
"Doctor Who: Set Piece"|"Kate Orman"|""|""|""|""|""
"So Much to Tell You"|"John Marsden"|"8"|"7"|"9"|"9"|""
"Cool for the Summer"|"Dahlia Adler"|""|""|""|""|""
"I'm Afraid of Men"|"Vivek Shraya"|"9"|"8"|"9"|"8"|""
"The Book Jumper"|"Mechthild Glser"|""|""|""|""|""
"The Deathless Girls"|"Kiran Millwood Hargrave"|"1"|"4"|"3"|"5|2"|"2"
"""F*ck You"" Wile Keeping It Classy: An Irreverent Adult Coloring Book"|"Angela G. Knutson"|""|""|""|""|""
"Plague of Shadows"|"Michael Wisehart"|""|""|""|""|""
"Tolerant"|"C.J. Sparrow"|""|""|""|""|""
"Salmek and the Earth Keepers"|"Maria Grima"|""|""|""|""|""
"The Queen's Rising"|"Rebecca   Ross"|"8"|"7"|"9"|"8|7"|"7"
"Internment"|"Samira Ahmed"|"1"|"2"|"3"|"4|5"|"5"
"Running Eagle, the Warrior Girl"|"James Willard Schultz"|""|""|""|""|""
"For the Throne"|"Hannah F. Whitten"|""|""|""|""|""
"The Princess Spy"|"Melanie Dickerson"|"

1"|"8"|"2"|"7|3|9|4|6|5"|"7"
"In the Suicide Mountains"|"John Gardner"|""|""|""|""|""
"The Natural Vertigo and Dizziness Relief Exercise Program: Blue Heron Health News"|"Christian G."|""|""|""|""|""
"Toning the Sweep"|"Angela           Johnson"|"7"|"8"|"9"|"6|5"|"5"
"Welcome to St. Hell: My Trans Teen Misadventure"|"Lewis Hancox"|""|""|""|""|""
"The Color of My Words"|"Lynn Joseph"|"1"|"2"|"3"|"4|5|3|2|1"|"5"
"Book Scavenger"|"Jennifer Chambliss Bertman"|"1"|"4"|"3"|"5|2"|"2"
"Waterbound"|"Jane Stemp"|""|""|""|""|""
"Laddie: A True Blue Story"|"Gene Stratton-Porter"|"1"|"2"|"3"|"4|5"|"5"
"Surviving Serendipity"|"Jacquelyn Sylvan"|""|""|""|""|""
"Beige"|"Cecil Castellucci"|""|""|""|""|""
"Dream Boy"|"Jim Grimsley"|"8"|"7"|"9"|"9"|""
"Cupidity"|"Caroline Goode"|""|""|""|""|""
"The Droughtlanders"|"Carrie Mac"|""|""|""|""|""
"Constitution Translated for Kids"|"Cathy Travis"|""|""|""|""|""
"A Glory of Unicorns"|"Alix Berenzy, Bruce Coville"|""|""|""|""|""
"Ihaka and the Prophecy"|"Joanna Orwin"|""|""|""|""|""
"Shutout"|"Brendan Halpin"|""|""|""|""|""
"Seventeen and In-Between"|"Barthe DeClements"|""|""|""|""|""
"Ghost Boy"|"Iain Lawrence"|""|""|""|""|""
"Stargirl LitPlans on CD"|"Mary B. Collins"|""|""|""|""|""
"Two Weeks with the Queen"|"Morris Gleitzman"|"7"|"8"|"6"|"9|5"|"5"
"The Keeping Days"|"Norma Johnston"|""|""|""|""|""
"The Presence: A Ghost Story"|"Eve Bunting"|""|""|""|""|""
"Never Alone: A Personal Way to God"|"Joseph F. Girzone"|""|""|""|""|""
"Enemies & Allies"|"Kevin J. Anderson"|"7"|"8"|"9"|"6|7"|"7"
"Scent of Double Deception"|"Ann Alan, Jeannie Faulkner Barber"|""|""|""|""|""
"I Wouldn't Thank You for a Valentine: Poems for Young Feminists"|"Carol Ann Duffy"|"7"|"9"|"8"|"10|6"|"6"
"After the War"|"Carol Matas"|""|""|""|""|""
"No Second Chance"|"Harlan Coben"|""|""|""|""|""
"Vintage: A Ghost Story"|"Steve Berman"|"5"|"8"|"7"|"9|6|4|8|7"|"6"
"The Order"|"Marsha Stokes"|""|""|""|""|""
"Staring Up at the Sun"|"Suzanne Bugler"|""|""|""|""|""
"Girl, Stolen"|"April Henry"|"1"|"4"|"3"|"2|5"|"5"
"A Part to Play"|"Jennifer L. Fry"|"1"|"4"|"3"|"5|2"|"2"
"Runemarks"|"Joanne Harris"|""|""|""|""|""
"Stakes and Stilettos"|"Michelle Rowen"|"1"|"4"|"3"|"2|5"|"5"
"Slide"|"Jill Hathaway"|"3"|"4"|"2"|"5|3"|"3"
"Toads and Diamonds"|"Heather Tomlinson"|"1"|"2"|"3"|"4|5|3|2|1"|"4"
"The Last Dog on Earth"|"Daniel Ehrenhaft"|""|""|""|""|""
"Burnt Snow"|"Van Badham"|""|""|""|""|""
"Death Drop"|"Sean      Allen"|""|""|""|""|""
"I Am Heartless: A Real Confession"|"Vinit K. Bansal"|""|""|""|""|""
"Twilight of the Idols / The Anti-Christ"|"Michael Tanner, Friedrich Nietzsche"|""|""|""|""|""
"Second Verse"|"Jennifer Walkup"|""|""|""|""|""
"Against Medical Advice"|"Hal Friedman, Cory Friedman, James Patterson"|"7"|"8"|"9"|"6|5|7|8|9"|"8"
"The Encyclopedia of Me"|"Karen Rivers"|""|""|""|""|""
"Cheer Challenge"|"Tuesday Mourning, Ronda Redmond, Jake Maddox"|"

1"|"
2"|"
3"|"
4|
5"|"
5"
"Midnight Quest"|"Honor Raconteur"|""|""|""|""|""
